Upload short sign clip,Predicted Sign,timestamp
"{""video"": "".gradio\\flagged\\Upload short sign clip\\2ce697aa6ee11a1cdd33\\sample.webm"", ""subtitles"": null}",,2025-10-17 12:24:30.504753
